id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
102974271,2021-12-13 11:36:01,2021-12-13,2021-12-13 04:36:01 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:38:42 +0100,2021-12-13 04:39:07 +0100,casual,,https://www.inaturalist.org/observations/102974271,https://static.inaturalist.org/photos/172245159/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.635697604,120.277563259,7,,,,7,,,false,gps,gps,洋紫荊,Bauhinia × blakeana,艷紫荊,Plantae,181672
102974532,2021-12-13 11:36:01,2021-12-13,2021-12-13 04:36:01 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:43:13 +0100,2021-12-14 01:33:47 +0100,research,,https://www.inaturalist.org/observations/102974532,https://static.inaturalist.org/photos/172245509/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6357461877,120.2775622532,5,,,,5,,,false,gps,gps,Champereia manillana,Champereia manillana,山柚,Plantae,371323
102974593,2021-12-13 11:43:42,2021-12-13,2021-12-13 04:43:42 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:45:22 +0100,2021-12-13 05:17:57 +0100,research,,https://www.inaturalist.org/observations/102974593,https://static.inaturalist.org/photos/172245655/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6357616602,120.2775273845,6,,,,6,,,false,gps,gps,稜果榕,Ficus septica,Hauil fig tree,Plantae,369434
102974896,2021-12-13 11:36:01,2021-12-13,2021-12-13 04:36:01 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:49:01 +0100,2021-12-13 05:24:53 +0100,research,,https://www.inaturalist.org/observations/102974896,https://static.inaturalist.org/photos/172245958/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6359241212,120.2774553001,6,,,,6,,,false,gps,gps,恆春厚殼樹,Ehretia resinosa,恆春厚殼樹,Plantae,607701
102974972,2021-12-13 11:49:33,2021-12-13,2021-12-13 04:49:33 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:50:49 +0100,2021-12-13 05:13:42 +0100,research,,https://www.inaturalist.org/observations/102974972,https://static.inaturalist.org/photos/172246102/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6357845594,120.2774368599,9,,,,9,,,false,gps,gps,龍眼,Dimocarpus longan,龍眼,Plantae,191503
102975103,2021-12-13 11:36:01,2021-12-13,2021-12-13 04:36:01 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:53:23 +0100,2021-12-13 05:27:08 +0100,research,,https://www.inaturalist.org/observations/102975103,https://static.inaturalist.org/photos/172246302/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6357016269,120.2774190903,8,,,,8,,,false,gps,gps,滿福木,Ehretia microphylla,小葉厚殼樹,Plantae,357658
102975234,2021-12-13 11:36:01,2021-12-13,2021-12-13 12:36:01 +0100,UTC,5252097,naturalist70662,2021-12-13 04:55:31 +0100,2021-12-14 01:34:48 +0100,casual,,https://www.inaturalist.org/observations/102975234,https://static.inaturalist.org/photos/172246472/medium.jpeg,,"",,1,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6357947713,120.2773832157,6,,,,6,,open,false,,,African Asparagus,Asparagus aethiopicus,武竹,Plantae,75603
103023243,2021-12-14 09:06:20,2021-12-14,2021-12-14 02:06:20 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:09:32 +0100,2021-12-14 02:09:50 +0100,casual,,https://www.inaturalist.org/observations/103023243,https://static.inaturalist.org/photos/172336604/medium.jpeg,,"",,0,0,true,2,Taiwan,22.7305869291,120.3884732158,6,,,,30258,,obscured,true,gps,gps,竹柏,Nageia nagi,Asian bayberry,Plantae,135904
103023360,2021-12-14 09:08:22,2021-12-14,2021-12-14 02:08:22 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:12:29 +0100,2021-12-14 02:12:52 +0100,casual,,https://www.inaturalist.org/observations/103023360,https://static.inaturalist.org/photos/172336820/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6360441876,120.2774335071,9,,,,9,,,false,gps,gps,鵝掌藤,Heptapleurum arboricola,Miniature umbrella tree,Plantae,1239449
103023579,2021-12-14 09:13:01,2021-12-14,2021-12-14 02:13:01 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:17:21 +0100,2021-12-14 02:18:16 +0100,research,,https://www.inaturalist.org/observations/103023579,https://static.inaturalist.org/photos/172337189/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6361555893,120.2774204314,9,,,,9,,open,false,gps,gps,細葉榕,Ficus microcarpa,榕樹,Plantae,54982
103023691,2021-12-14 09:15:49,2021-12-14,2021-12-14 02:15:49 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:20:14 +0100,2021-12-14 02:22:35 +0100,casual,,https://www.inaturalist.org/observations/103023691,https://static.inaturalist.org/photos/172337415/medium.jpeg,,"",,1,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6360045781,120.2773942798,5,,,,5,,,false,gps,gps,月橘,Murraya paniculata,月橘,Plantae,287316
103023793,2021-12-14 09:20:42,2021-12-14,2021-12-14 02:20:42 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:23:44 +0100,2021-12-14 02:43:30 +0100,research,,https://www.inaturalist.org/observations/103023793,https://static.inaturalist.org/photos/172337725/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6358965802,120.277457647,9,,,,9,,,false,gps,gps,毛蓮子草,Alternanthera bettzickiana,calicoplant,Plantae,278802
103024021,2021-12-14 09:23:24,2021-12-14,2021-12-14 02:23:24 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:28:26 +0100,2021-12-14 03:12:07 +0100,research,,https://www.inaturalist.org/observations/103024021,https://static.inaturalist.org/photos/172338082/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區興宗里,22.6360154088,120.2772045135,9,,,,9,,,false,gps,gps,扛香藤,Mallotus repandus,扛香藤,Plantae,369936
103024173,2021-12-14 09:28:15,2021-12-14,2021-12-14 02:28:15 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:32:16 +0100,2021-12-14 19:58:01 +0100,casual,,https://www.inaturalist.org/observations/103024173,https://static.inaturalist.org/photos/172338307/medium.jpeg,,"",,1,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6360822498,120.2773771808,8,,,,8,,open,false,gps,gps,Song of India,Dracaena reflexa,Song of India,Plantae,126510
103024330,2021-12-14 09:33:04,2021-12-14,2021-12-14 02:33:04 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:35:37 +0100,2021-12-14 05:18:06 +0100,casual,,https://www.inaturalist.org/observations/103024330,https://static.inaturalist.org/photos/172338581/medium.jpeg,,"",,1,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6361549704,120.277415067,6,,,,6,,open,false,gps,gps,蛋黃果,Pouteria campechiana,Canistel,Plantae,83585
103024772,2021-12-14 09:41:20,2021-12-14,2021-12-14 02:41:20 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:46:12 +0100,2021-12-14 03:12:04 +0100,research,,https://www.inaturalist.org/observations/103024772,https://static.inaturalist.org/photos/172339416/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6360030308,120.2773875743,9,,,,9,,,false,gps,gps,月橘,Murraya paniculata,月橘,Plantae,287316
103024856,2021-12-14 09:46:02,2021-12-14,2021-12-14 02:46:02 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:48:42 +0100,2021-12-14 03:11:54 +0100,research,,https://www.inaturalist.org/observations/103024856,https://static.inaturalist.org/photos/172339624/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.636211909,120.2774750814,9,,,,9,,,false,gps,gps,扛香藤,Mallotus repandus,扛香藤,Plantae,369936
103025144,2021-12-14 09:50:28,2021-12-14,2021-12-14 02:50:28 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:56:07 +0100,2021-12-14 15:40:29 +0100,research,,https://www.inaturalist.org/observations/103025144,https://static.inaturalist.org/photos/172340216/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6361144326,120.2775015682,7,,,,7,,,false,gps,gps,龍眼,Dimocarpus longan,龍眼,Plantae,191503
103025240,2021-12-14 09:55:44,2021-12-14,2021-12-14 02:55:44 +0100,Taipei,5252097,naturalist70662,2021-12-14 02:58:32 +0100,2021-12-14 03:11:56 +0100,research,,https://www.inaturalist.org/observations/103025240,https://static.inaturalist.org/photos/172340375/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6362985546,120.2775106207,7,,,,7,,,false,gps,gps,毛蓮子草,Alternanthera bettzickiana,calicoplant,Plantae,278802
103025309,2021-12-14 09:48:05,2021-12-14,2021-12-14 02:48:05 +0100,Taipei,5252097,naturalist70662,2021-12-14 03:00:14 +0100,2021-12-14 15:39:26 +0100,research,,https://www.inaturalist.org/observations/103025309,https://static.inaturalist.org/photos/172340535/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6361735373,120.2775109559,5,,,,5,,,false,gps,gps,構樹,Broussonetia papyrifera,構樹,Plantae,128032
103025580,2021-12-14 10:00:54,2021-12-14,2021-12-14 03:00:54 +0100,Taipei,5252097,naturalist70662,2021-12-14 03:06:11 +0100,2021-12-14 05:02:55 +0100,research,,https://www.inaturalist.org/observations/103025580,https://static.inaturalist.org/photos/172341008/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6363180499,120.2775156498,7,,,,7,,open,false,gps,gps,火焰樹,Spathodea campanulata,火焰樹,Plantae,126566
